wconfid,pctid,x,y,z,mag
1,20,0.969,-0.043,-0.117,0.976984647
1,20,0.996,0.008,-0.117,1.002880352
1,20,0.969,-0.125,-0.156,0.989404872
1,20,0.973,-0.035,-0.125,0.981620599
1,20,1.012,0.023,-0.129,1.020447941
1,20,0.996,-0.133,-0.16,1.017499386
1,20,0.98,-0.035,-0.129,0.989073304
1,20,1.023,0.031,-0.117,1.030135428
1,20,0.988,-0.121,-0.152,1.006920553
1,20,0.965,-0.086,-0.117,0.97586372
1,20,1.02,0.035,-0.129,1.028720565
1,20,0.973,-0.09,-0.152,0.98890495
1,20,0.969,-0.09,-0.113,0.979709141
1,20,0.98,0.023,-0.133,0.989251232
1,20,0.973,0.102,-0.152,0.99006919
1,20,1.07,0.117,-0.152,1.087057036
1,20,0.988,0.023,-0.141,0.998275513
1,20,0.992,-0.035,-0.121,0.999964999
1,20,0.973,-0.133,-0.121,0.989474103
1,20,1.004,0.059,-0.141,1.015567821
1,20,0.984,-0.035,-0.133,0.993564291
1,20,0.969,-0.129,-0.152,0.989295709
1,20,1.004,0.078,-0.141,1.016848563
1,20,0.996,-0.055,-0.125,1.005318855
1,20,0.988,-0.086,-0.137,1.001153834
1,20,1,0.098,-0.129,1.013037512
1,20,1.035,-0.027,-0.129,1.043357561
1,20,0.98,-0.09,-0.141,0.994173526
1,20,1.004,0.113,-0.133,1.019055445
1,20,1.016,-0.023,-0.152,1.027564597
1,20,0.969,-0.121,-0.152,0.988284372
1,20,1.016,0.082,-0.125,1.026939628
1,20,1.004,0.02,-0.125,1.011949109
1,20,1,0.156,-0.121,1.019302212
1,20,1.012,0.07,-0.121,1.021609025
1,20,0.984,-0.043,-0.141,0.994980402
1,20,0.973,-0.094,-0.121,0.984990355
1,20,1.047,0.094,-0.121,1.058152163
1,20,0.98,-0.004,-0.133,0.988991911
1,20,0.977,-0.078,-0.109,0.986151104
1,20,1.051,0.113,-0.121,1.063960056
1,20,0.988,0.012,-0.133,0.996983952
1,20,1.031,0.082,-0.121,1.041309752
1,20,1.012,0.078,-0.148,1.025734859
1,20,0.98,-0.035,-0.117,0.98757987
1,20,0.992,0.016,-0.117,0.999004004
1,20,0.977,-0.035,-0.129,0.986100908
1,20,1.008,-0.02,-0.125,1.015917812
1,20,0.969,0.082,-0.125,0.980464176
1,20,0.961,-0.031,-0.117,0.968592277
1,20,1.02,0.008,-0.125,1.027661909
1,20,0.957,-0.141,-0.152,0.979200694
1,20,0.98,-0.023,-0.113,0.986761369
1,20,1.016,0.027,-0.125,1.024016601
1,20,0.98,-0.125,-0.164,1.001459435
1,20,0.977,-0.07,-0.117,0.986467435
1,20,1.012,0.027,-0.121,1.019565594
1,20,0.992,-0.105,-0.16,1.010291542
1,20,0.965,-0.094,-0.125,0.977591939
1,20,1,0.008,-0.129,1.008317906
1,20,0.992,-0.055,-0.145,1.004048804
1,20,0.973,-0.105,-0.133,0.987645179
1,20,1.016,0.078,-0.125,1.026627975
1,20,0.977,0.09,-0.145,0.991793325
1,20,1.047,0.113,-0.113,1.059125583
1,20,0.996,0.039,-0.137,1.006134186
1,20,1.027,-0.027,-0.148,1.0379605
1,20,0.969,-0.133,-0.152,0.989825237
1,20,0.992,0.059,-0.137,1.003152032
1,20,1,-0.047,-0.121,1.008389806
1,20,0.977,-0.109,-0.148,0.994139829
1,20,1.012,0.09,-0.145,1.026288946
1,20,1.027,-0.063,-0.117,1.035561201
1,20,0.977,-0.023,-0.145,0.987969129
1,20,1.004,0.094,-0.133,1.017123886
1,20,1.027,-0.023,-0.125,1.034834769
1,20,0.969,-0.133,-0.141,0.988195831
1,20,1,0.098,-0.133,1.013554636
1,20,1.02,-0.023,-0.125,1.027888126
1,20,0.949,-0.152,-0.156,0.97367397
1,20,1,0.07,-0.125,1.010210374
1,20,1.023,0.02,-0.121,1.030325191
1,20,0.988,0.152,-0.121,1.006920553
1,20,1.027,0.063,-0.125,1.036495538
1,20,0.98,-0.047,-0.145,0.991783242
1,20,0.98,-0.094,-0.117,0.991425741
1,20,1.016,0.074,-0.121,1.025852329
1,20,0.984,0.012,-0.129,0.992492317
1,20,1.031,0.098,-0.129,1.043650325
1,20,1,0.039,-0.141,1.010644349
1,20,0.984,-0.078,-0.121,0.994475239
1,20,0.969,0.074,-0.121,0.979325278
1,20,0.957,0.016,-0.129,0.965787761
1,20,1.039,0.102,-0.125,1.051451378
1,20,1.023,0.027,-0.113,1.029576126
1,20,1.023,0.008,-0.125,1.030639607
1,20,0.988,0.152,-0.16,1.012347766
1,20,1.031,0.066,-0.133,1.041636213
1,20,0.977,-0.035,-0.137,0.987179315
1,20,0.977,0.137,-0.121,0.993951206
1,20,0.984,-0.098,-0.133,0.997772018
1,20,0.996,-0.043,-0.125,1.004733796
1,20,0.977,-0.082,-0.109,0.986475545
1,20,1.031,0.098,-0.125,1.043163458
1,20,0.996,-0.023,-0.148,1.00719859
1,20,0.984,-0.055,-0.117,0.992456548
1,20,1.043,0.102,-0.125,1.055404188
1,20,0.988,-0.004,-0.141,0.998018537
1,20,0.949,-0.02,-0.125,0.95740587
1,20,1.039,0.098,-0.113,1.049711389
1,20,0.984,0.027,-0.141,0.994417417
1,20,1.039,0.102,-0.121,1.050983349
1,20,0.984,0.047,-0.125,0.993020644
1,20,0.992,-0.023,-0.133,1.00114035
1,20,0.969,0.113,-0.113,0.9820891
1,20,0.973,-0.023,-0.113,0.979809675
1,20,1.004,-0.008,-0.129,1.012285039
1,20,0.957,0.09,-0.113,0.967841929
1,20,0.969,-0.063,-0.125,0.979058221
1,20,1,-0.004,-0.125,1.007790157
1,20,0.957,-0.125,-0.121,0.97268443
1,20,0.996,0.152,-0.125,1.015256125
1,20,0.977,0.031,-0.129,0.985967038
1,20,0.977,-0.113,-0.145,0.994144356
1,20,0.965,-0.078,-0.125,0.976183384
1,20,1.023,0.039,-0.129,1.03183865
1,20,0.98,-0.066,-0.152,0.993911465
1,20,0.98,-0.082,-0.125,0.991336976
1,20,1.016,0.063,-0.121,1.025117554
1,20,1.039,0.012,-0.125,1.046561035
1,20,1.023,0.082,-0.121,1.033389568
1,20,0.996,-0.008,-0.141,1.005962723
1,20,0.977,0.113,-0.125,0.991424732
1,20,0.98,-0.078,-0.121,0.990517541
1,20,0.992,0.02,-0.137,1.001615196
1,20,0.988,-0.086,-0.125,0.999582413
1,20,0.992,-0.027,-0.152,1.003940735
1,20,0.984,0.035,-0.141,0.994666778
1,20,0.992,-0.07,-0.121,1.001800878
1,20,0.957,-0.145,-0.156,0.980413178
1,20,0.988,0.043,-0.133,0.997838664
1,20,1.031,-0.055,-0.133,1.040997118
1,20,0.957,-0.141,-0.141,0.977553579
1,20,0.969,0.051,-0.117,0.977369429
1,20,1.02,-0.035,-0.125,1.028226629
1,20,0.961,-0.156,-0.145,0.984318038
1,20,1.008,0.09,-0.129,1.02019851
1,20,1.02,-0.023,-0.121,1.027409363
1,20,0.949,-0.145,-0.16,0.973255362
1,20,1.004,0.133,-0.137,1.021995108
1,20,0.996,-0.004,-0.133,1.004848745
1,20,0.965,-0.129,-0.152,0.9853781
1,20,0.996,0.148,-0.129,1.015165504
1,20,1.016,0.004,-0.125,1.023668403
1,20,0.984,0.113,-0.125,0.998323595
1,20,1.023,0.078,-0.125,1.033555998
1,20,0.973,-0.07,-0.137,0.985087813
1,20,0.996,-0.02,-0.137,1.005576949
1,20,1.023,0.09,-0.141,1.036585742
1,20,0.965,-0.035,-0.152,0.977524424
1,20,0.973,-0.094,-0.125,0.985489726
1,20,1.047,0.074,-0.129,1.057509338
1,20,0.988,-0.031,-0.148,0.999504377
1,20,0.973,-0.094,-0.121,0.984990355
1,20,1.004,0.023,-0.109,1.010161373
1,20,0.953,0.004,-0.148,0.964431957
1,20,1.066,0.109,-0.121,1.078368212
1,20,0.98,0.086,-0.133,0.992715971
1,20,1.016,-0.016,-0.129,1.0242817
1,20,0.988,-0.16,-0.145,1.011320424
1,20,1.027,0.121,-0.121,1.041158489
1,20,1.023,-0.012,-0.137,1.0322025
1,20,0.98,-0.125,-0.125,0.995816248
1,20,0.992,0.129,-0.125,1.008131936
1,20,1.008,0.008,-0.125,1.01575243
1,20,0.992,0.121,-0.156,1.011454893
1,20,1.035,0.055,-0.113,1.042602033
1,20,0.984,-0.09,-0.156,1.00034594
1,20,1,0.082,-0.133,1.012132896
1,20,0.984,-0.07,-0.113,0.992937561
1,20,0.984,-0.059,-0.152,0.997417164
1,20,0.98,0.09,-0.125,0.992030745
1,20,0.992,-0.07,-0.129,1.002798584
1,20,0.934,-0.023,-0.125,0.942608084
1,20,0.973,-0.105,-0.117,0.98561808
1,20,1.008,0.047,-0.129,1.01730723
1,20,0.988,-0.016,-0.145,0.99871167
1,20,0.965,-0.102,-0.117,0.977403704
1,20,1.004,0.074,-0.125,1.01445404
1,20,0.992,-0.004,-0.141,1.001978543
1,20,0.961,-0.102,-0.109,0.972525578
1,20,1.051,0.113,-0.117,1.063512576
1,20,0.973,0.012,-0.133,0.982121174
1,20,1.008,-0.07,-0.117,1.017178942
1,20,0.977,-0.164,-0.16,1.003506353
1,20,1.023,0.016,-0.125,1.030732749
1,20,1.035,0.082,-0.109,1.043949232
1,20,1.043,0.125,-0.16,1.062578938
1,20,1,-0.02,-0.129,1.008484507
1,20,0.988,0.043,-0.133,0.997838664
1,20,0.977,-0.059,-0.121,0.986230703
1,20,1.008,0.008,-0.125,1.01575243
1,20,1.004,-0.047,-0.129,1.013343969
1,20,0.961,-0.055,-0.121,0.970147927
1,20,1.027,0.02,-0.121,1.034296863
1,20,0.984,-0.121,-0.156,1.003609984
1,20,0.973,-0.039,-0.117,0.98078489
1,20,1.02,0.047,-0.129,1.029198717
1,20,0.977,-0.109,-0.156,0.995362246
1,20,1.031,-0.035,-0.137,1.040651238
1,20,1.008,0.055,-0.121,1.016725135
1,20,0.992,-0.074,-0.172,1.009516716
1,20,0.973,-0.082,-0.121,0.983917679
1,20,1.02,0.055,-0.125,1.02910155
1,20,0.984,0.109,-0.145,1.000580831
1,20,1.039,0.117,-0.117,1.052092677
1,20,0.961,0.035,-0.129,0.970250998
1,20,0.98,-0.074,-0.121,0.990210584
1,20,0.965,-0.156,-0.117,0.984504952
1,20,0.992,0.039,-0.133,1.001635662
1,20,0.992,-0.051,-0.121,1.000652787
1,20,0.969,-0.152,-0.148,0.991952116
1,20,0.992,0.082,-0.133,1.004229555
1,20,0.996,-0.023,-0.125,1.00407669
1,20,0.969,-0.129,-0.148,0.988689031
1,20,0.988,0.098,-0.129,1.001193787
1,20,1.023,-0.008,-0.137,1.032163747
1,20,0.969,-0.113,-0.145,0.986283428
1,20,1.008,0.121,-0.133,1.023911129
1,20,1.023,-0.016,-0.125,1.030732749
1,20,0.965,-0.074,-0.137,0.977481458
1,20,1.008,0.125,-0.129,1.023879876
1,20,1.016,0.008,-0.125,1.023691848
1,20,0.984,0.082,-0.117,0.994318359
1,20,1.023,0.063,-0.125,1.032532324
1,20,0.977,-0.07,-0.16,0.992486272
1,20,0.973,-0.094,-0.109,0.983588329
1,20,1.012,0.043,-0.133,1.021607557
1,20,0.98,-0.031,-0.145,0.991153873
1,20,0.973,-0.09,-0.121,0.984616677
1,20,0.992,0.035,-0.121,0.999964999
1,20,0.988,-0.008,-0.148,0.999055554
1,20,0.977,-0.105,-0.121,0.990047979
1,20,1.039,0.105,-0.117,1.050825866
1,20,0.973,0.008,-0.141,0.98319581
1,20,1.039,0.105,-0.125,1.051746642
1,20,1,0.102,-0.133,1.01394921
1,20,0.98,-0.012,-0.117,0.987032421
1,20,0.965,0.086,-0.113,0.975392229
1,20,0.961,-0.023,-0.117,0.968369248
1,20,1.004,-0.016,-0.125,1.011877957
1,20,0.973,-0.094,-0.121,0.984990355
1,20,1.004,0.117,-0.133,1.019506743
1,20,0.996,0.004,-0.125,1.003821199
1,20,1.016,-0.008,-0.125,1.023691848
1,20,0.977,-0.059,-0.121,0.986230703
1,20,1.008,0.027,-0.117,1.015126593
1,20,1,-0.109,-0.152,1.017342125
1,20,0.965,-0.059,-0.109,0.972927027
1,20,1.027,0.035,-0.121,1.034695607
1,20,0.984,0.148,-0.145,1.005576949
1,20,1.016,0.016,-0.129,1.0242817
1,20,0.984,-0.035,-0.145,0.995241679
1,20,0.977,0.137,-0.113,0.993009063
1,20,0.98,-0.105,-0.129,0.99401509
1,20,0.988,0,-0.145,0.998583497
1,20,0.988,-0.078,-0.152,1.002662456
1,20,0.973,-0.121,-0.133,0.989474103
1,20,0.969,0.012,-0.129,0.977622627
1,20,0.977,-0.078,-0.121,0.987549492
1,20,0.953,-0.137,-0.168,0.977344361
1,20,1.02,0.008,-0.137,1.029190459
1,20,1.047,-0.07,-0.121,1.05629068
1,20,0.953,-0.148,-0.148,0.975713585
1,20,0.996,0.055,-0.133,1.006344871
1,20,1.031,-0.031,-0.121,1.038538877
1,20,0.973,-0.148,-0.145,0.994815561
1,20,0.992,0.086,-0.141,1.005654513
1,20,1.004,0.031,-0.137,1.013778082
1,20,0.996,0.117,-0.125,1.010608727
1,20,1.031,0.027,-0.152,1.042494125
1,20,0.973,-0.117,-0.145,0.990678051
1,20,0.988,-0.039,-0.125,0.996639353
1,20,1.008,0.039,-0.125,1.01646938
1,20,0.965,-0.117,-0.152,0.983879058
1,20,0.98,-0.039,-0.125,0.98870926
1,20,1.02,0.039,-0.121,1.027892018
1,20,0.977,-0.109,-0.148,0.994139829
1,20,0.969,-0.074,-0.129,0.980345857
1,20,1.016,0.051,-0.125,1.024930242
1,20,0.973,-0.074,-0.152,0.987577339
1,20,0.969,-0.09,-0.117,0.980178555
1,20,1.016,0.02,-0.133,1.024863406
1,20,0.984,-0.043,-0.148,0.995996486
1,20,0.969,-0.102,-0.121,0.981838072
1,20,1.02,0.074,-0.125,1.030291706
1,20,0.988,-0.012,-0.148,0.999095591
1,20,0.98,-0.098,-0.125,0.992788497
1,20,1.035,0.113,-0.125,1.048627198
1,20,0.992,0.047,-0.133,1.001979042
1,20,1.043,0.098,-0.117,1.054107205
1,20,1,0.09,-0.133,1.012812421
1,20,0.988,-0.02,-0.125,0.996076804
1,20,0.973,-0.133,-0.152,0.993741415
1,20,0.988,0.105,-0.141,1.003518809
1,20,1.004,-0.031,-0.117,1.011269499
1,20,0.977,-0.082,-0.141,0.990522085
1,20,0.996,0.109,-0.125,1.009713821
1,20,1.027,-0.004,-0.125,1.034586874
1,20,0.977,-0.012,-0.137,0.986631644
1,20,1,0.113,-0.117,1.013142636
1,20,1.02,0.004,-0.121,1.027159676
1,20,1.004,0.148,-0.148,1.025584711
1,20,1.012,0.035,-0.125,1.020291135
1,20,0.977,-0.074,-0.148,0.990913215
1,20,0.969,-0.098,-0.117,0.980945462
1,20,1.008,0.012,-0.117,1.014838411
1,20,0.984,-0.051,-0.145,0.995932729
1,20,0.969,-0.09,-0.113,0.979709141
1,20,1.031,0.09,-0.129,1.042929528
1,20,0.98,-0.016,-0.148,0.991241646
1,20,0.984,-0.082,-0.133,0.996327757
1,20,1.02,0.117,-0.113,1.032888184
1,20,0.996,0.016,-0.141,1.006058149
1,20,1.039,0.098,-0.121,1.050602684
1,20,1,0.094,-0.137,1.013708538
1,20,0.996,-0.035,-0.121,1.003933265
1,20,0.969,0.09,-0.133,0.98221688
1,20,0.957,-0.016,-0.125,0.965261623
1,20,1.012,-0.035,-0.129,1.020788911
1,20,0.973,0.02,-0.113,0.979743844
1,20,0.953,-0.027,-0.113,0.960055728
1,20,1.008,0,-0.125,1.015720926
1,20,0.973,-0.098,-0.145,0.988614182
1,20,0.969,-0.043,-0.105,0.975620315
1,20,1.059,-0.008,-0.148,1.069321748
1,20,0.965,-0.109,-0.121,0.978645493
1,20,1.004,0.09,-0.133,1.016762017
1,20,1.004,0.027,-0.121,1.011625425
1,20,1,-0.125,-0.156,1.019784781
1,20,0.977,-0.031,-0.125,0.985451673
1,20,1.023,0.043,-0.117,1.030566349
1,20,0.984,-0.109,-0.16,1.002864398
1,20,0.965,-0.078,-0.121,0.975679251
1,20,1.027,0.047,-0.125,1.035646175
1,20,0.977,0.125,-0.141,0.995005025
1,20,1.051,0.113,-0.117,1.063512576
1,20,0.977,0.031,-0.133,0.986498353
1,20,0.984,-0.074,-0.117,0.993690596
1,20,0.977,-0.129,-0.137,0.994956783
1,20,1,0.031,-0.137,1.009816815
1,20,0.984,-0.059,-0.121,0.993165646
1,20,0.969,-0.137,-0.148,0.989764618
1,20,1.004,0.063,-0.145,1.016370995
1,20,1.02,-0.027,-0.121,1.027506691
1,20,0.961,-0.137,-0.16,0.983814007
1,20,0.996,0.09,-0.133,1.008863222
1,20,1.023,-0.02,-0.129,1.031295302
1,20,0.973,-0.133,-0.156,0.994361101
1,20,0.992,0.105,-0.129,1.005847901
1,20,1.031,-0.031,-0.121,1.038538877
1,20,0.984,-0.082,-0.145,0.998000501
1,20,1,0.113,-0.125,1.014097628
1,20,1.02,0.055,-0.125,1.02910155
1,20,1.031,0.023,-0.113,1.037429034
1,20,1.02,0.055,-0.125,1.02910155
1,20,0.977,-0.086,-0.152,0.992486272
1,20,0.973,-0.094,-0.121,0.984990355
1,20,1.016,0.043,-0.121,1.024083004
1,20,0.973,-0.066,-0.145,0.985956388
1,20,0.965,-0.098,-0.121,0.977481458
1,20,1.039,0.012,-0.137,1.048062021
1,20,0.988,-0.039,-0.145,0.999344785
1,20,0.977,-0.09,-0.121,0.988569674
1,20,1.031,0.09,-0.125,1.042442325
1,20,0.973,-0.008,-0.141,0.98319581
1,20,1.012,-0.09,-0.133,1.024662383
1,20,1.027,0.113,-0.113,1.039358937
1,20,1,0.02,-0.129,1.008484507
1,20,1.035,0.098,-0.121,1.046647027
1,20,1.004,0.105,-0.133,1.018199391
1,20,0.996,-0.023,-0.129,1.0045825
1,20,0.965,-0.125,-0.129,0.981575774
1,20,1.004,0.117,-0.125,1.018493986
1,20,1.02,-0.012,-0.129,1.02819502
1,20,0.973,-0.07,-0.133,0.984539486
1,20,0.984,0.125,-0.129,1.000260966
1,20,1.023,0.012,-0.129,1.031171179
1,20,0.996,-0.063,-0.141,1.007901781
1,20,0.965,-0.055,-0.109,0.972692654
1,20,0.996,0.031,-0.125,1.00429179
1,20,1,0.141,-0.145,1.020248009
1,20,1.008,0.047,-0.121,1.016323767
1,20,0.984,-0.039,-0.141,0.994815561
1,20,0.973,0.137,-0.113,0.989073809
1,20,0.996,-0.039,-0.137,1.006134186
1,20,0.988,-0.023,-0.145,0.998848337
1,20,0.977,0.137,-0.117,0.993472194
1,20,0.965,-0.129,-0.148,0.984769008
1,20,0.992,0,-0.145,1.002541271
1,20,1.047,-0.07,-0.121,1.05629068
1,20,0.973,-0.148,-0.152,0.99585993
1,20,0.984,0.031,-0.141,0.994534062
1,20,1.031,-0.063,-0.117,1.039528258
1,20,0.969,-0.148,-0.152,0.991952116
1,20,1.008,0.043,-0.141,1.018721748
1,20,1.027,-0.047,-0.117,1.034711071
1,20,0.965,-0.145,-0.156,0.988223659
1,20,1,0.09,-0.133,1.012812421
1,20,1.008,0.023,-0.129,1.016481185
1,20,1,0.137,-0.117,1.016099405
1,20,1.027,0.023,-0.121,1.034359222
1,20,0.977,-0.074,-0.137,0.989330076
1,20,0.965,-0.063,-0.117,0.974106257
1,20,1.031,0.051,-0.121,1.039328148
1,20,0.965,-0.098,-0.148,0.981189584
1,20,0.973,-0.043,-0.121,0.981437211
1,20,1.023,0.059,-0.125,1.032295985
1,20,0.977,-0.07,-0.141,0.98960093
1,20,1.035,-0.043,-0.148,1.046411965
1,20,1.02,0.078,-0.129,1.031079531
1,20,0.984,-0.039,-0.152,0.996434142
1,20,0.973,-0.09,-0.125,0.985116237
1,20,1.031,0.074,-0.125,1.041182981
1,20,0.965,-0.027,-0.145,0.976206433
1,20,0.973,-0.094,-0.117,0.984506983
1,20,1.035,0.023,-0.125,1.042774664
1,20,0.961,0.004,-0.145,0.971885796
1,20,1.055,0.113,-0.121,1.067911513
1,20,1,0.07,-0.125,1.010210374
1,20,0.988,-0.027,-0.133,0.997277293
1,20,0.941,-0.129,-0.102,0.955262268
1,20,1,0.117,-0.133,1.015567821
1,20,0.992,-0.004,-0.129,1.000360435
1,20,0.973,-0.129,-0.148,0.992609692
1,20,1,0.141,-0.121,1.017114546
1,20,1,0.012,-0.125,1.00785366
1,20,0.996,0.137,-0.16,1.01802996
1,20,1.035,0.074,-0.117,1.04421741
1,20,0.977,-0.082,-0.145,0.99109939
1,20,0.965,0.094,-0.125,0.977591939
1,20,1,-0.074,-0.133,1.011516189
1,20,0.973,-0.055,-0.152,0.986335643
1,20,0.988,0.039,-0.125,0.996639353
1,20,0.984,-0.078,-0.137,0.996548544
1,20,0.984,-0.027,-0.145,0.994992462
1,20,0.973,-0.094,-0.121,0.984990355
1,20,1.023,0.07,-0.121,1.032506659
1,20,0.992,-0.008,-0.148,1.003011466
1,20,0.973,-0.098,-0.125,0.985879303
1,20,1.004,0.027,-0.125,1.012111654
1,20,0.992,0.004,-0.145,1.002549251
1,20,1.051,-0.094,-0.129,1.063051269
1,20,0.98,-0.102,-0.145,0.99590612
1,20,0.992,0.023,-0.141,1.002234503
1,20,1.055,0.102,-0.117,1.066357351
1,20,0.988,0.117,-0.125,1.002725286
1,20,1.02,-0.004,-0.133,1.028642309
1,20,0.965,0.082,-0.117,0.975519349
1,20,0.965,-0.07,-0.125,0.975576752
1,20,0.965,0.016,-0.133,0.97425356
1,20,0.977,-0.113,-0.148,0.994586346
1,20,0.973,-0.066,-0.113,0.981760663
1,20,1.023,0.02,-0.125,1.0308026
1,20,0.969,-0.09,-0.152,0.984969543
1,20,0.961,-0.063,-0.117,0.970143804
1,20,1.031,0.031,-0.121,1.038538877
1,20,0.996,-0.016,-0.129,1.004446614
1,20,0.953,-0.066,-0.109,0.961481149
1,20,1.027,0.055,-0.121,1.035565063
1,20,0.984,-0.074,-0.145,0.997375055
1,20,0.969,-0.066,-0.121,0.978753289
1,20,0.984,0.07,-0.098,0.991342524
1,20,0.98,0.129,-0.152,1.000072497
1,20,1.016,0.027,-0.129,1.024512567
1,20,0.992,0.004,-0.145,1.002549251
1,20,0.977,-0.098,-0.125,0.989827258
1,20,0.98,-0.098,-0.125,0.992788497
1,20,0.996,0.02,-0.145,1.006698068
1,20,0.98,-0.086,-0.121,0.9911796
1,20,0.965,-0.156,-0.152,0.989274987
1,20,1.004,0.02,-0.141,1.014049802
1,20,0.996,-0.055,-0.121,1.004829339
1,20,0.965,-0.164,-0.156,0.991189689
1,20,1,0.039,-0.137,1.010094055
1,20,1.035,-0.039,-0.125,1.04325021
1,20,0.965,-0.145,-0.137,0.985402963
1,20,1.008,0.074,-0.137,1.019955391
1,20,1.023,-0.035,-0.117,1.030263559
1,20,0.965,-0.148,-0.152,0.988045039
1,20,1.012,0.109,-0.137,1.027031645
1,20,1.016,-0.027,-0.113,1.022621142
1,20,0.953,-0.133,-0.164,0.976111674
1,20,1.004,0.125,-0.125,1.019443966
1,20,1.02,0.027,-0.117,1.027043329
1,20,0.992,0.125,-0.121,1.007139514
1,20,1.031,0.055,-0.121,1.039532106
1,20,0.965,-0.098,-0.156,0.982428114
1,20,0.992,-0.023,-0.125,1.000108994
1,20,1.016,0.059,-0.129,1.025854766
1,20,0.973,-0.063,-0.148,0.986205861
1,20,0.996,-0.055,-0.117,1.004355515
1,20,1.012,0.07,-0.125,1.022090505
1,20,0.984,-0.059,-0.152,0.997417164
1,20,0.973,-0.09,-0.125,0.985116237
1,20,1.031,0.063,-0.125,1.040459033
1,20,0.969,-0.039,-0.148,0.981012742
1,20,0.977,-0.102,-0.117,0.989253254
1,20,1.012,0.02,-0.125,1.019886758
1,20,0.965,-0.016,-0.141,0.975377875
1,20,0.977,-0.09,-0.121,0.988569674
1,20,1.023,0.078,-0.125,1.033555998
1,20,0.973,0.047,-0.141,0.984286036
1,20,1.016,0.117,-0.109,1.028506684
1,20,0.996,0.102,-0.129,1.009485513
1,20,1.004,-0.008,-0.129,1.012285039
1,20,0.969,-0.125,-0.125,0.984992893
1,20,1.004,0.121,-0.129,1.019459661
1,20,0.992,-0.004,-0.133,1.000884109
1,20,0.957,-0.129,-0.152,0.977544884
1,20,1,0.133,-0.121,1.016036417
1,20,1.016,0.004,-0.125,1.023668403
1,20,0.992,0.094,-0.148,1.007374806
1,20,1.027,0.063,-0.121,1.036020753
1,20,0.977,-0.082,-0.156,0.992768352
1,20,0.977,0.043,-0.125,0.985902125
1,20,0.996,-0.059,-0.129,1.006050695
1,20,0.961,-0.055,-0.152,0.974499872
1,20,0.969,-0.09,-0.117,0.980178555
1,20,1.012,0.063,-0.121,1.02115327
1,20,0.984,-0.039,-0.148,0.995831813
1,20,0.973,-0.105,-0.117,0.98561808
1,20,1,0.012,-0.121,1.007365376
1,20,0.98,-0.023,-0.141,0.990358521
1,20,0.98,-0.098,-0.113,0.991349081
1,20,1.02,0.074,-0.125,1.030291706
1,20,0.984,-0.004,-0.137,0.993499371
1,20,0.984,-0.078,-0.129,0.995480286
1,20,1.043,0.113,-0.117,1.055607408
1,20,0.984,0.012,-0.145,0.994698447
1,20,1.039,0.098,-0.125,1.051070882
1,20,0.992,0.121,-0.121,1.006650883
1,20,0.977,-0.012,-0.121,0.984537455
1,20,0.969,0.09,-0.117,0.980178555
1,20,0.961,-0.043,-0.113,0.968575759
1,20,1.012,-0.012,-0.129,1.020259281
1,20,0.957,0.074,-0.129,0.968486448
1,20,0.957,-0.047,-0.121,0.965763429
1,20,1.023,0,-0.125,1.030608558
1,20,0.973,-0.027,-0.133,0.982418953
1,20,0.957,-0.051,-0.113,0.964996891
1,20,1.016,0.027,-0.125,1.024016601
1,20,0.98,-0.094,-0.145,0.995118586
1,20,0.969,-0.059,-0.117,0.977819513
1,20,1.012,0.027,-0.113,1.018647142
1,20,0.996,-0.094,-0.148,1.011313997
1,20,0.98,-0.035,-0.113,0.987113975
1,20,1.02,0.055,-0.125,1.02910155
1,20,0.992,0.133,-0.141,1.010759121
1,20,1.008,0.066,-0.125,1.017862957
1,20,0.988,-0.008,-0.145,0.998615542
1,20,0.98,0.133,-0.117,0.995880515
1,20,0.973,-0.141,-0.141,0.993222533
1,20,0.988,0.008,-0.137,0.997485338
1,20,0.984,-0.074,-0.121,0.994169503
1,20,0.969,-0.152,-0.152,0.992556799
1,20,0.961,0.035,-0.125,0.969727281
1,20,1.031,-0.059,-0.117,1.03929351
1,20,0.996,-0.137,-0.164,1.018666285
1,20,1.008,0.055,-0.141,1.019298779
1,20,1.023,-0.043,-0.121,1.031028128
1,20,0.957,-0.148,-0.148,0.979620845
1,20,1.004,0.09,-0.133,1.016762017
1,20,1.004,-0.02,-0.133,1.01296841
1,20,0.961,-0.148,-0.156,0.984764439
1,20,1.004,0.113,-0.129,1.018541114
1,20,1.012,0.02,-0.129,1.020384731
1,20,0.988,0.129,-0.125,1.004196196
1,20,1.027,0.043,-0.125,1.035472356
1,20,0.961,-0.105,-0.152,0.978595933
1,20,0.973,-0.043,-0.117,0.980952089
1,20,1.023,0.055,-0.129,1.032567189
1,20,0.969,-0.086,-0.141,0.982974059
1,20,1.035,-0.039,-0.141,1.045287999
1,20,1.016,0.063,-0.113,1.024204081
1,20,0.973,-0.07,-0.152,0.987285673
1,20,0.973,-0.09,-0.129,0.985631777
1,20,1.031,0.059,-0.125,1.040224495
1,20,0.977,-0.059,-0.148,0.989906056
1,20,0.973,-0.098,-0.117,0.984896949
1,20,1.035,0.035,-0.121,1.042636562
1,20,0.961,-0.031,-0.145,0.972371842
1,20,0.965,-0.102,-0.125,0.978393581
1,20,1.016,0.059,-0.129,1.025854766
1,20,0.977,0.063,-0.137,0.988568156
1,20,1.117,0.094,-0.137,1.129289157
1,20,1.004,0.09,-0.133,1.016762017
